CODE;COUNTRY;SUB-CHAPTER;TITLE;UNIT;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;
EU27.1.0.0.0.UCPH;European Union;01 Private final consumption expenditure;Private final consumption expenditure at current prices ;Mrd ECU/EUR, Standard aggregation;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3542.738;3732.168;3817.026;3968.161;4157.211;4404.044;4602.537;4742.243;4884.290;5083.629;5322.204;5576.281;5856.184;6084.966;5917.746;6109.211;6278.351;6339.513;6365.910;6448.602;6600.787;6759.709;7009.260;7237.405;7434.439;6943.765;7409.066;8270.182;8792.659;9172.796                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
EU15.1.0.0.0.UCPH;European Union (15 countries);01 Private final consumption expenditure;Private final consumption expenditure at current prices ;Mrd ECU/EUR, Standard aggregation;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3568.888;3733.605;3755.282;3909.031;4023.663;4252.665;4502.107;4703.804;4963.910;5316.390;5502.702;5646.446;5731.734;5981.012;6213.431;6478.775;6748.549;6739.017;6479.313;6709.886;6880.808;7062.048;7093.874;7294.982;7633.381;7654.848;7790.274;8013.895;8221.163;7542.978;8108.709;9073.720;9599.125;9966.252                                                                                                                                                                                                                                                                                                                                                                                                                                      
EA19.1.0.0.0.UCPH;Euro area;01 Private final consumption expenditure;Private final consumption expenditure at current prices ;Mrd ECU/EUR, Standard aggregation;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2990.294;3102.742;3227.418;3384.351;3446.886;3575.313;3751.553;3951.643;4123.088;4232.721;4374.554;4539.477;4719.679;4928.744;5140.337;5301.424;5207.556;5330.243;5457.861;5498.704;5523.808;5598.303;5720.794;5860.914;6043.421;6225.180;6381.811;5924.428;6288.906;6990.711;7401.340;7699.958                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
EA20.1.0.0.0.UCPH;Euro area (20 countries);01 Private final consumption expenditure;Private final consumption expenditure at current prices ;Mrd ECU/EUR, Standard aggregation;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3238.813;3396.284;3460.692;3589.507;3765.002;3966.352;4139.632;4251.417;4394.150;4560.597;4742.762;4953.219;5166.737;5330.540;5234.501;5357.337;5485.271;5526.012;5550.996;5624.543;5747.118;5888.049;6071.913;6255.228;6413.432;5954.125;6322.366;7029.232;7442.518;7742.596                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
EA12.1.0.0.0.UCPH;Euro area (12 countries);01 Private final consumption expenditure;Private final consumption expenditure at current prices ;Mrd ECU/EUR, Standard aggregation;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2771.948;2935.482;2968.191;3077.013;3195.519;3348.756;3406.903;3532.137;3705.948;3900.763;4068.173;4173.576;4311.018;4468.867;4641.781;4840.317;5036.508;5184.578;5096.415;5217.029;5339.917;5376.024;5399.671;5471.632;5591.103;5725.809;5900.250;6072.595;6220.978;5768.060;6118.231;6787.176;7180.400;7468.119                                                                                                                                                                                                                                                                                                                                                                                                                                           
DU15.1.0.0.0.UCPH;EU15 (including D_W West-Germany);01 Private final consumption expenditure;Private final consumption expenditure at current prices ;Mrd ECU/EUR, Standard aggregation;189.817;205.473;224.354;245.874;267.316;291.528;315.045;336.819;361.598;398.498;443.480;492.094;548.477;629.193;733.270;839.418;959.471;1062.167;1157.963;1323.714;1505.926;1690.300;1851.878;1972.098;2130.089;2287.597;2401.746;2536.487;2753.451;3012.250;3218.567;3456.202;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA                                                                                                                                                                                                                                                                                                                                                                                                                                                               
DA12.1.0.0.0.UCPH;EA12 (including D_W West-Germany);01 Private final consumption expenditure;Private final consumption expenditure at current prices ;Mrd ECU/EUR, Standard aggregation;132.000;144.744;159.647;176.874;193.023;211.608;229.552;246.747;271.123;300.637;336.199;373.719;419.455;492.482;575.330;660.558;761.769;848.212;922.020;1044.616;1167.363;1283.475;1412.291;1511.839;1630.862;1739.490;1861.355;1970.458;2093.425;2299.120;2485.606;2659.262;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
BEL.1.0.0.0.UCPH;Belgium;01 Private final consumption expenditure;Private final consumption expenditure at current prices ;Mrd EURO-BEF;8.9578;9.3284;9.7912;10.6127;11.3449;12.3975;13.2377;13.9770;15.1328;16.3926;17.5542;19.4195;21.6066;24.5357;28.1075;31.8568;35.7385;39.3746;42.1564;46.3306;50.3007;54.2515;59.5428;63.6560;67.4625;72.7212;74.9796;77.5478;81.0557;86.9361;92.1540;97.6084;101.2956;103.4103;108.2798;111.6857;114.5983;118.0209;123.0972;126.1764;134.1161;138.5260;140.8259;143.9561;149.1269;155.6027;162.7324;170.5919;178.4192;177.9929;186.7923;193.7837;200.5937;206.1095;208.8005;213.9301;220.5974;229.0768;238.2055;245.7031;227.2059;245.7600;275.8728;294.2255;310.1762                                                                                                                                                                                                                                                                                                                           
BGR.1.0.0.0.UCPH;Bulgaria;01 Private final consumption expenditure;Private final consumption expenditure at current prices ;Mrd BGN;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0936;0.1680;0.2801;0.4962;0.7336;1.6146;12.4549;14.8464;16.3093;18.6965;21.2566;23.2580;24.9120;28.1633;32.3299;35.8578;43.5115;47.8307;46.0878;48.0497;50.8175;54.2234;51.3809;52.8007;55.5728;57.7645;61.9579;65.7932;71.1189;70.2980;81.0483;92.6625;100.2099;105.7816                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
CZE.1.0.0.0.UCPH;Czechia;01 Private final consumption expenditure;Private final consumption expenditure at current prices ;Mrd CZK;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;359.526;434.576;507.573;605.832;680.440;777.384;901.291;1007.365;1086.305;1143.829;1202.495;1281.927;1338.828;1409.028;1499.509;1570.631;1658.302;1777.777;1915.425;1923.150;1958.476;1999.939;2020.907;2053.564;2100.050;2181.310;2273.044;2419.859;2567.905;2711.342;2588.079;2770.740;3281.664;3682.815;3974.733                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
